gain,9,0,2,1.0
loss,9,0,1,0.0
loss,9,0,3,2.5
loss,9,9,3,2.5
loss,9,6,1,0.5
loss,9,9,0,1.0
gain,9,1,1,1.5
loss,9,0,1,0.0
gain,9,9,3,3.0
gain,9,9,3,2.0
gain,9,9,3,2.5
gain,9,6,1,2.5
gain,9,0,3,3.0
loss,9,1,3,1.5
gain,9,0,3,3.0
gain,9,0,3,1.3333333333333333
loss,9,0,-1,0.3333333333333333
gain,9,2,1,0.3333333333333333
gain,9,7,2,3.0
loss,9,0,1,0.0
loss,0,0,1,1.0
gain,9,0,3,1.0
loss,9,3,1,1.5
loss,0,0,1,0.0
loss,9,1,3,3.0
loss,9,0,1,3.0
loss,9,0,2,3.0
gain,9,9,0,1.3333333333333333
loss,9,0,3,3.0
gain,9,1,3,2.0
loss,9,6,0,0.0
loss,9,9,2,3.0
gain,9,6,0,2.0
loss,9,0,3,1.0
gain,9,0,1,0.0
gain,9,2,2,2.5
loss,9,8,0,3.0
loss,9,9,-2,2.0
loss,9,9,0,0.6666666666666666
loss,9,0,3,1.1666666666666665
loss,9,9,0,3.0
gain,9,0,3,2.0
gain,9,0,1,0.0
loss,9,0,1,1.5
loss,9,9,-1,0.0
loss,9,0,-1,2.0
gain,9,9,0,3.0
loss,9,0,3,3.0
gain,9,3,3,3.0
loss,9,9,-2,2.0
loss,9,0,3,2.0
gain,0,0,-1,0.0
gain,9,9,2,1.5
loss,9,0,3,3.0
gain,9,0,3,3.0
loss,9,9,-2,1.3333333333333333
gain,9,7,-1,1.5
loss,0,0,2,0.0
loss,9,0,2,3.0
loss,9,9,2,3.0
loss,9,6,-2,0.3333333333333333
gain,9,9,-1,2.5
gain,9,7,3,3.0
loss,3,0,-2,0.0
gain,9,9,1,0.3333333333333333
gain,9,0,3,2.0
loss,9,9,0,1.3333333333333333
loss,9,0,3,3.0
gain,9,0,1,0.6666666666666666
loss,9,0,1,1.6666666666666665
loss,9,0,3,2.333333333333333
loss,9,3,1,0.0
loss,9,9,1,1.1666666666666665
loss,9,9,0,1.0
gain,9,0,2,2.5
gain,9,0,3,3.0
gain,9,0,3,3.0
gain,9,9,0,3.0
